code,name,price_שוהם 91,price_per_pack_שוהם 91,promo_price_שוהם 91,price_רעננה 45,price_per_pack_רעננה 45,promo_price_רעננה 45,price_אופקים 47,price_per_pack_אופקים 47,promo_price_אופקים 47,price_לינקולן תל אביב 44,price_per_pack_לינקולן תל אביב 44,promo_price_לינקולן תל אביב 44,price_ברנע 41,price_per_pack_ברנע 41,promo_price_ברנע 41
7290114600941,מאסטר שף מיונז לחיץ 435 גר`,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290114603034,פרי גרנולה אגוזים צימוקים וחמוציות 300 ג,18.90,18.9,,,,,,,,18.90,18.9,,,,
7290114603508,רוטב להקפצה 300  גר`מאסטר שף,9.90,9.9,,,,,,,,,,,,,
7290114604895,ממרח ספייסי לחיץ 446 גר` מאסטר שף,16.90,16.9,,,,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290114604901,ממרח שום לחיץ 444 גר` מאסטר שף,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290114604932,מאסטר שף רוטב ברביקיו דבש 520 גר`,15.90,15.9,,,,,15.90,15.9,,,,,15.90,15.9,
7290114604949,מאסטר שף רוטב ברביקיו 524 גר`,15.90,15.9,,15.90,15.9,,15.90,15.9,,,,,,,
7290114604963,מאסטר שף פירורי לחם מתובלים 230 גר,7.20,7.2,,,,,7.20,7.2,,7.20,7.2,,,,
7290114606547,מיונז עם פטריות כמהין 242 גר` מאסטר שף,16.90,16.9,,,,,16.90,16.9,,,,,16.90,16.9,
7290114606554,מיונז לייט לחיץ 470 גרם מאסטר שף,16.90,16.9,,,,,16.90,16.9,,16.90,16.9,,16.90,16.9,
7290114606561,אטריות אורז דקות 400 גר` מנה מאסטר שף,10.90,10.9,16,10.90,10.9,21,,,,,,,10.90,10.9,21
7290114606578,מאסטר שף שקדי מרק 400 גר,9.90,9.9,,,,,,,,9.90,9.9,,9.90,9.9,
7290114608640,קרוטונים לסלט כוסמין 260 גר` מאסטר שף,19.90,19.9,,,,,,,,,,,,,
7290115190014,מרלבורו רד חפיסה (20),47,47.0,42.90,47,47.0,42.90,47,47.0,42.90,47,47.0,42.90,47,47.0,42.90
7290115190076,מרלבורו גולד 100 חפיסה (20),47,47.0,42.90,,,,,,,47,47.0,42.90,47,47.0,42.90
7290115190083,מרלבורו גולד פאקט) (10 חדש,429,429.0,,,,,429,429.0,,,,,429,429.0,
7290115190090,מרלבורו גולד חפיסה (20),47,47.0,42.90,47,47.0,42.90,47,47.0,42.90,47,47.0,42.90,47,47.0,42.90
7290115190137,מרלבורו גולדפין טאצ` בודד,42,42.0,38.90,,,,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90
7290115190151,מרלבורו גולד טאצ` בודד,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90
7290115190199,פרלמנט נייט ארוך חפיסה (20),53,53.0,48,,,,53,53.0,48,53,53.0,48,53,53.0,48
7290115190212,פרלמנט ארוך בלו RCB בודד,53,53.0,48,,,,53,53.0,48,,,,53,53.0,48
7290115190243,פרלמנט נייט פאקט) (10 חדש,480,480.0,,,,,,,,,,,,,
7290115190250,פרלמנט קצר בודד,53,53.0,48,,,,53,53.0,48,53,53.0,48,53,53.0,48
7290115190335,ל.מ. בלו לייבל ארוך בודד,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90
7290115190359,אל.אמ בלו לייבל קצר חפיסה (20),42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90,42,42.0,38.90
7290115190397,אל.אמ קצר רד לייבל חפיסה (20),42,42.0,38.90,,,,42,42.0,38.90,,,,42,42.0,38.90
7290115190458,נקסט אדג` בודד,36,36.0,33.50,,,,36,36.0,33.50,,,,36,36.0,33.50
7290115190472,נקסט אדג` בודד,36,36.0,33.50,36,36.0,33.50,,,,36,36.0,33.50,36,36.0,33.50
7290115190496,נקסט 100 חפיסה (20),39,39.0,35.50,,,,,,,39,39.0,35.50,39,39.0,35.50
7290115190519,נקסט לייט חפיסה (20),39,39.0,35.50,39,39.0,35.50,39,39.0,35.50,,,,39,39.0,35.50
7290115190595,נקסט FF בודד,39,39.0,35.50,,,,39,39.0,35.50,39,39.0,35.50,39,39.0,35.50
7290115200027,פתי בר פינוקי שוקו 200 גר` אסם,11.90,11.9,,11.90,11.9,,11.90,11.9,20.90,11.90,11.9,,11.90,11.9,
7290115200881,בייגלה שטוחים שומשום במליחות מעודנת אסם,11.90,11.9,,11.90,11.9,,11.90,11.9,,11.90,11.9,,,,
7290115201031,פתי בר דובי שוקולד 175 גר` אסם,11.90,11.9,,,,,11.90,11.9,20.90,,,,11.90,11.9,
7290115201475,לביבות כרישה 434 גר` טבעול גורמה,37.90,37.9,,37.90,37.9,,,,,37.90,37.9,,37.90,37.9,
7290115201680,ביסלי חטיף בטעם ברביקין אסם (70 גרם),4.90,4.9,26,4.90,4.9,26,4.90,4.9,26,4.90,4.9,26,4.90,4.9,26
7290115201703,ביסלי חטיף בטעם ברביקין אסם (200 גרם),8.90,8.9,15,8.90,8.9,,8.90,8.9,15,8.90,8.9,,8.90,8.9,
7290115201727,ביסלי חטיף בטעם בצל אסם (200 גרם),8.90,8.9,15,8.90,8.9,,8.90,8.9,15,8.90,8.9,,8.90,8.9,
7290115201741,ביסלי חטיף בטעם בצל אסם (70 גרם),4.90,4.9,26,4.90,4.9,26,4.90,4.9,26,4.90,4.9,26,4.90,4.9,26
7290115202434,חומוס עם זעתר 375 גר` צבר,13.90,13.9,,13.90,13.9,,,,,,,,13.90,13.9,
7290115202786,מנה חמה  פאוצ`נודלס אטריות בקר,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290115202816,מנה חמה  פאוצ`נודלס אטריות טעם עוף,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290115202847,מנה חמה  פאוצ`נודלס ספייסי,6.50,6.5,,6.50,6.5,,6.50,6.5,,,,,6.50,6.5,
7290115203134,חטיף פופקו פופקורן במבה אסם (80 גרם),6.50,6.5,26,6.50,6.5,26,6.50,6.5,26,6.50,6.5,26,,,
7290115203172,במבה פרו 80 גר`,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26,5,5.0,26
7290115203936,קטשופ מופחת סוכר 690  גר`אסם כשלפ,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,
7290115205176,חטיפי קרקר כפרי 140 גר` פיטנס,12.90,12.9,20.90,12.90,12.9,,12.90,12.9,20.90,12.90,12.9,,12.90,12.9,
7290115205312,חטיפי קרקר זיתים 140 גר` thin deli פיטנס,12.90,12.9,20.90,12.90,12.9,,12.90,12.9,20.90,12.90,12.9,,12.90,12.9,
7290115205978,פתי בר אצבעות שוקולד 180 גר` אסם,12.90,12.9,,12.90,12.9,,12.90,12.9,22,12.90,12.9,,12.90,12.9,
7290115206173,פתי בר קרמל 500 גרם אסם,12.90,12.9,22,12.90,12.9,,12.90,12.9,22,12.90,12.9,,12.90,12.9,
7290115206333,עוגיות מיני שוקוצ`יפס אסם 225 גר`,11.90,11.9,,11.90,11.9,,,,,11.90,11.9,,11.90,11.9,
7290115207484,צבר חציל על האש 400 גר`,17.90,17.9,,17.90,17.9,,17.90,17.9,34,17.90,17.9,,17.90,17.9,
7290115207507,צבר סלט טורקי 360 גר`,17.90,17.9,,,,,,,,17.90,17.9,,,,
7290115207644,חטיפי קרקר שמנת בצל 150 גר`,11.90,11.9,22.90,,,,11.90,11.9,22.90,11.90,11.9,,,,
7290115207682,רוטב סויה בסגנון סיני אסם (290 מל),12.90,12.9,,12.90,12.9,,12.90,12.9,23,,,,12.90,12.9,
7290115207941,ויטמינצ`יק סירופ בטעם אננס 1 ליטר,14.90,14.9,,14.90,14.9,,,,,,,,14.90,14.9,
7290115207989,ויטמינצ`יק סירופ בטעם לימון 1 ליטר,14.90,14.9,,14.90,14.9,,,,,,,,14.90,14.9,
7290115208009,ויטמינצ`יק סירופ בטעם ענבים 1 ליטר,14.90,14.9,,14.90,14.9,,14.90,14.9,28,14.90,14.9,,14.90,14.9,
7290115208047,ויטמינצ`יק סירופ בטעם פטל 1 ליטר,14.90,14.9,,14.90,14.9,,14.90,14.9,28,14.90,14.9,,14.90,14.9,
7290115208061,ויטמינצ`יק סירופ בטעם תפוח 1 ליטר,14.90,14.9,,14.90,14.9,,14.90,14.9,28,,,,14.90,14.9,
7290115208245,פיטנס בייגלה סלק 150 גר`,11.90,11.9,,,,,11.90,11.9,17.90,11.90,11.9,,,,
7290115208269,פיטנס בייגלה בטטה 150 גר`,11.90,11.9,,11.90,11.9,,11.90,11.9,17.90,11.90,11.9,,,,
7290115209020,מנה חמה מק&ציז אסם (58 גרם),7.90,7.9,,7.90,7.9,,7.90,7.9,,,,,,,
7290115209068,מנה חמה שקית נודלס אטריות טריאקי,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290115209150,טבעול נאגטס טעם עוף 460 גר`,33.90,33.9,,33.90,33.9,,,,,,,,,,
7290115403282,עוגיות פיצפוצי שוקו 500 גר`,15.90,15.9,,,,,,,,,,,15.90,15.9,
7290115403299,עוגיות פרפריות 450 גר`,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,15.90,15.9,
7290115403312,עוגיות מלוחות קריספי עגול 450 גר`,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,15.90,15.9,
7290115403343,עוגיות פסים עלים מסוכרות 450 גר`,15.90,15.9,,,,,14.90,14.9,,,,,15.90,15.9,
7290115403350,עוגיות רשת שוקו מסוכרות 450 גר,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,15.90,15.9,
7290115403367,עוגיותקוואקר פריכות 500 גר,15.90,15.9,,,,,14.90,14.9,,,,,,,
7290115403381,עוגיות פיצפוצים לבן 500 גר`,15.90,15.9,,,,,,,,15.90,15.9,,,,
7290115403435,עוגיות מעמול תמר 500 גר`,15.90,15.9,,,,,14.90,14.9,,,,,15.90,15.9,
7290115403442,עוגיות ממולאות טעם שוקולד 500 גר`,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,15.90,15.9,
7290115403459,עוגיות נסיכה בטעם תות 500 גר`,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,,,
7290115403466,עוגיות נסיכה מיקס 500 גר`,15.90,15.9,,,,,14.90,14.9,,,,,,,
7290115403480,עוגיות בסגנון מרוקאי מיני 500 גר`,15.90,15.9,,15.90,15.9,,,,,,,,15.90,15.9,
7290115403510,עוגיות מגולגלות תמרים 500 גר`,15.90,15.9,,15.90,15.9,,14.90,14.9,,,,,15.90,15.9,
7290115403534,עוגיות ריפאת 500 גר`,15.90,15.9,,,,,,,,,,,15.90,15.9,
7290115403565,עוגיות קיפל וניל 500 גר`,15.90,15.9,,15.90,15.9,,,,,15.90,15.9,,,,
7290115480344,פרוול נוזל כביסה לבגדים צבעוניים -סגול 2,41.90,41.9,26.90,,,,,,,,,,,,
7290115670561,ממרחית בטעם חלב  בדצ( 500  גר`)עלית,12.90,12.9,,,,,12.90,12.9,,12.90,12.9,,12.90,12.9,
7290115676051,אקטיביה משקה מתיקות מעודנת+ש. שועל 265מל,6,6.0,,6,6.0,,6,6.0,,,,,6,6.0,
7290115678222,מארז דנונה יווני שמינייה 6.5%,28.20,28.2,,28.20,28.2,,28.20,28.2,,28.20,28.2,,28.20,28.2,
7290115678376,מעדן הגולן שוקולד 125 גרם,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16
7290115678383,מעדן הגולן שוקולד מריר 125 גרם,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16,3.30,3.3,16
7290115678598,חסה אייסברג חיתוך גס 300 שטראוס טעם הטבע,12.90,12.9,,12.90,12.9,,12.90,12.9,,12.90,12.9,,,,
7290116131726,הום מייד רשתות בייגלה עגול מצופה שוקול,13.90,13.9,,,,,13.90,13.9,,13.90,13.9,,,,
7290116131740,הום מייד רשתות בייגלה עגול מצופה שוקולד,13.90,13.9,,,,,,,,13.90,13.9,,,,
7290116131849,הום מייד פריכיות אורז מלא מצופה שוקולד ח,10.90,10.9,,,,,10.90,10.9,,10.90,10.9,,,,
7290116131863,הום מייד פריכיות אורז מלא מצופה שוקולד מ,10.90,10.9,,,,,10.90,10.9,,,,,,,
7290116131870,הום מייד פריכיות אורז מלא מצופה שוקולד ל,10.90,10.9,,,,,10.90,10.9,,10.90,10.9,,,,
7290116530000,דאב תרחיץ פנים מלפפון ותה ירוק (180 מל),15.90,15.9,,15.90,15.9,,,,,,,,15.90,15.9,
7290116530284,שמפו פינוק שמן זית 700 מל,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90
7290116530291,מרכך פינוק שמן זית 700 מל,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90
7290116531762,בדין דפי מרכך למייבש ורוד,21.90,21.9,,,,,21.90,21.9,16.90,21.90,21.9,,21.90,21.9,
7290116531779,בדין דפי מרכך למייבש כחול 40 יח`,21.90,21.9,,,,,21.90,21.9,16.90,21.90,21.9,,,,
7290116532264,מאגדת גודי`ז פרי אפרסק,33.90,33.9,24.90,,,,,,,33.90,33.9,24.90,33.90,33.9,24.90
7290116532271,גודיז סנדוויץ בטעמי שוקולד וניל עם ביסקו,32.90,32.9,29.90,32.90,32.9,29.90,,,,32.90,32.9,29.90,32.90,32.9,29.90
7290116533575,פנטסטיק ניקוי כללי לימון 4 ליטר,26.90,26.9,,,,,26.90,26.9,24.90,,,,26.90,26.9,
7290116533704,דג דג חטיף אפוי מלוח 250 גר` בייגל בייג,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,,14.90,14.9,
7290116533711,רקסונה ספרי אינויזבל 150 מל,14.90,14.9,,,,,,,,14.90,14.9,,,,
7290116533735,רקסונה מן ספרי אינויזבל 150 מל,14.90,14.9,,,,,,,,14.90,14.9,,,,
7290116533780,רוטב טריאקי שומשום קנור,14.90,14.9,12.90,,,,14.90,14.9,24,14.90,14.9,,14.90,14.9,
7290116534152,רקסונה ספריי ברייט 150 מל,14.90,14.9,,,,,,,,14.90,14.9,,,,
7290116534237,רוטב טריאקי 12X370גר,14.90,14.9,12.90,,,,14.90,14.9,24,14.90,14.9,,14.90,14.9,
7290116534244,רוטב סויה בסגנון סיני 12X370גר,14.90,14.9,12.90,,,,14.90,14.9,24,14.90,14.9,,14.90,14.9,
7290116534381,פינוק תחליב רחצה בניחוח אננס 700 מל,15.90,15.9,11.90,15.90,15.9,,15.90,15.9,11.90,,,,15.90,15.9,
7290116534619,גרנולה שוקולד 285 גר`,17.90,17.9,,,,,17.90,17.9,,17.90,17.9,,,,
7290116534824,דייסת שיבולת שועל עם צ`יה תפוח וקינמון,19.90,19.9,,,,,,,,,,,,,
7290116534831,דייסת שיבולת שועל עם שוקולד מריר וצ`יה,19.90,19.9,,,,,,,,19.90,19.9,,,,
7290116534879,פינוק לגבר 3ב1 בניחוח מנטה (700 מל),13.90,13.9,12.90,,,,13.90,13.9,12.90,13.90,13.9,12.90,13.90,13.9,12.90
7290116535272,תחליב רחצה בניחוח מאסק לבן ופלומריה 700,15.90,15.9,11.90,,,,15.90,15.9,11.90,15.90,15.9,,15.90,15.9,
7290116535289,תחליב רחצה בניחוח יסמין ופוליאנתס 700 מ,15.90,15.9,11.90,,,,15.90,15.9,11.90,15.90,15.9,,,,
7290116535296,תחליב רחצה בניחוח ורד ופרזיה 700 מל פינ,15.90,15.9,11.90,,,,15.90,15.9,11.90,,,,15.90,15.9,
7290116535784,מרכך פינוק GLOW החלקה 410 מל,17.90,17.9,,,,,,,,17.90,17.9,,17.90,17.9,
7290116535814,שמפו פינוק GLOW החלקה 410 מל,17.90,17.9,,17.90,17.9,,,,,,,,17.90,17.9,
7290116535845,ברנפלקס אקסטרה פייבר מיני 410 גר`,25.90,25.9,24.90,,,,25.90,25.9,24.90,25.90,25.9,,25.90,25.9,
7290116536255,עוגי 500 גר` תלמה,24.90,24.9,21.90,24.90,24.9,21.90,24.90,24.9,21.90,24.90,24.9,21.90,24.90,24.9,21.90
7290116536262,בדין אקסטרה פלוס כחול 960 מל,18.90,18.9,14.90,18.90,18.9,,18.90,18.9,14.90,18.90,18.9,,18.90,18.9,
7290116536316,בדין אקסטרה פלוס בייבי כחול 960 מל,18.90,18.9,14.90,18.90,18.9,,18.90,18.9,14.90,18.90,18.9,,18.90,18.9,
7290116536347,בדין אקסטרה פלוס בניחוח פינוק 960 מל,18.90,18.9,14.90,,,,,,,,,,,,
7290116536514,רוטב בזיליקום 295  גר`הלמנס,14.90,14.9,,14.90,14.9,,,,,,,,,,
7290116536590,קנור רוטב פיצה 300 מל,14.90,14.9,12.90,,,,14.90,14.9,24,,,,,,
7290116536927,בדין אקסטרא זר חלומות ורודים 960 מל,18.90,18.9,14.90,,,,,,,18.90,18.9,,18.90,18.9,
7290116537115,בייגלה דקים דקים זעתר שומשום 300 גר` ביי,11.90,11.9,16.90,,,,,,,11.90,11.9,16.90,11.90,11.9,16.90
7290116537207,בדין אקסטרא Elegance cara מרוכז 960 מל,18.90,18.9,14.90,,,,18.90,18.9,14.90,,,,,,
7290116537214,בדין אקסטרא Luxuious Touch מרוכז 960 מל,18.90,18.9,14.90,18.90,18.9,,18.90,18.9,14.90,,,,18.90,18.9,
7290116537351,כריות נוגט 686 גר` תלמה,29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,,29.90,29.9,
7290116537375,קליק כריות נוגט (65 גרם),7.90,7.9,15,7.90,7.9,15,7.90,7.9,15,7.90,7.9,15,7.90,7.9,15
7290116930695,חלב נטול לקטוז 2% מהדרין 1 ליטר,9.20,9.2,,9.20,9.2,,9.20,9.2,,9.20,9.2,,9.20,9.2,
7290116930701,מעדן חלב גו בטעם קרמל מלוח 12 גרם חלבון,6.30,6.3,,6.30,6.3,,6.30,6.3,,,,,,,
7290116931241, קוטג`תנובה 12% שומן,7.30,7.3,,7.30,7.3,,7.30,7.3,,7.30,7.3,,7.30,7.3,
7290116931524,פרוסות גאודה עמק 200 גרם,24.60,24.6,,24.60,24.6,,24.60,24.6,,24.60,24.6,,24.60,24.6,
7290116931982,נפוליאון עירית 25% 225 גרם,17.40,17.4,,,,,17.40,17.4,,17.40,17.4,,17.40,17.4,
7290116932033,חמאה תנובה מהדרין 200,9.90,9.9,,9.90,9.9,,9.90,9.9,,9.90,9.9,,9.90,9.9,
7290116932194,בייגלה GO עם מלח מועשר בחלבון,11.90,11.9,,,,,,,,11.90,11.9,,,,
7290116932200,בייגלה GO עם שומשום מועשר בחלבון,11.90,11.9,,,,,,,,11.90,11.9,,,,
7290116932484,יוגורט גו במרקם אוורירי בטעם וניל,7.10,7.1,,,,,7.10,7.1,,7.10,7.1,,7.10,7.1,
7290116932620,יוגורט גו טבעי נטול לקטוז,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,,,,
7290116932644,גבינת נפוליאון תוספת זעתר 25% 225 גרם,17.40,17.4,,17.40,17.4,,17.40,17.4,,17.40,17.4,,17.40,17.4,
7290116932774,משקה יוגורט GO טעם בננה קרמל 500 מל,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290116932781,משקה יוגורט GO טעם אפרסק פסיפלורה 500 מ,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290116932828,גבינת עיזים טבעי פיראוס 225 גר`,17.90,17.9,,,,,17.90,17.9,,17.90,17.9,,17.90,17.9,
7290116932842,משקה שיבולת שועל בטעם וניל 1  ל`אלטרנטיב,12.90,12.9,,12.90,12.9,,13.90,13.9,,12.90,12.9,,12.90,12.9,
7290116933078,נפוליאון שמנת פלפלים פיקנטים 25% 225 ג,17.40,17.4,,,,,17.40,17.4,,,,,,,
7290116933191,משקה GO טעם קפה אגוזי לוז 340 מל,9,9.0,,,,,9,9.0,,9,9.0,,9,9.0,
7290116933214,משקה קפה קר בטעם קפוצ`ינו חזק 230 מל,8.50,8.5,,,,,8.50,8.5,,,,,,,
7290116933498,בוסט ג`ינג`ר לימון ודבש 100 מל,8.20,8.2,,,,,,,,,,,,,
7290116933504,בוסט קולגן 100 מל,8.20,8.2,,,,,,,,8.20,8.2,,,,
7290116933801,יוגורט יופלה טופ תות קורנפלקס 4.3%,6.30,6.3,,,,,6.30,6.3,,,,,,,
7290116933825,משקה יופלה בננה ותות 1.6% 750 מל,13.30,13.3,,13.30,13.3,,13.30,13.3,,,,,,,
7290116933894,משקה שיבולת שועל וויט 1 ליטר תנובה,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290116934150,משקה שיבולת שועל ללתס ALTERNATIVE,13.90,13.9,,13.90,13.9,,13.90,13.9,,13.90,13.9,,,,
7290116934242,ג`לי תנובה בטעם אננס 125 גר`,3,3.0,,3,3.0,,3,3.0,,3,3.0,,,,
7290116934273,חלב 2% בטעם וניל תנובה,9.20,9.2,,9.20,9.2,,9.20,9.2,,9.20,9.2,,9.20,9.2,
7290116934402,יוגורט חלבון GO במרקם אוורירי עם מנגו,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,
7290116934549,בוסט אקסטרה כורכום עם פלפל שחור 100 מל,8.20,8.2,,,,,,,,8.20,8.2,,,,
7290116935416,משקה חלב מיוחד לקפה 2%,8,8.0,,8,8.0,,8,8.0,,8,8.0,,8,8.0,
7290116935614,יוגורט יופלה GO חלבון טבעי,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,
7290116935621,יוגורט GO חלבון בנגיעת טעם וניל,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,,7.10,7.1,
7290117261088,בוראטה גבינת מוצרלה רכה 18% שומן 125 גר`,21.90,21.9,30,,,,,,,,,,21.90,21.9,30
7290117261514,סלמון אטלנטי בשמן קנולה ולימון 120 גר`,14.90,14.9,,14.90,14.9,,14.90,14.9,,,,,,,
7290117261521,סלמון אטלנטי בשמן קנולה 120 גר`,14.90,14.9,,,,,,,,,,,,,
7290117261910,מיקס גבינות מגורדות לפיצה 300 גרם יורו,17.90,17.9,,,,,17.90,17.9,,17.90,17.9,,17.90,17.9,
7290117261996,גלידת שרבט טעמי וניל שוקולד MOCHI,31.90,31.9,30,,,,,,,,,,,,
7290117262009,גלידת שרבט טעמי פירות טרופיים MOCHI,31.90,31.9,30,,,,,,,,,,,,
7290117264836,רסק תפוחים ללתס 710  גר`בצנצנת,13.90,13.9,,,,,,,,,,,,,
7290117265062,גרגירי חומוס שלמים במי מלח 800  גר`SERA,10.90,10.9,,,,,,,,10.90,10.9,,10.90,10.9,
7290117265581,עוגיות טעם חמאה 100 גר` וילי פוד,7.50,7.5,,,,,7.50,7.5,,,,,,,
7290117265611,גרעיני תירס שלישייה( 3* 175) ויליפוד,12.90,12.9,,,,,12.90,12.9,,,,,12.90,12.9,
7290117265628,עלי טורטייה מנת השף,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,,10.90,10.9,
7290117265956,אצבעות מוצרלה בציפוי פירורי לחם 350 גר ק,29.90,29.9,14.90,29.90,29.9,14.90,29.90,29.9,14.90,,,,29.90,29.9,14.90
7290117265963,טבעות גאודה בציפוי פירורי לחם 350 גר קפו,29.90,29.9,14.90,29.90,29.9,14.90,29.90,29.9,14.90,,,,29.90,29.9,14.90
7290117266007,מחית עגבניות בצנצנת 690 גר`,14.90,14.9,,14.90,14.9,,,,,,,,,,
7290117266014,לפתן אפרסק בסירופ קל רביעייה,13.90,13.9,,,,,,,,13.90,13.9,,13.90,13.9,
7290117266021,רסק תפוחי עץ רביעייה.,13.90,13.9,,13.90,13.9,,13.90,13.9,,,,,13.90,13.9,
7290117266199,פתיתי תירס קלויים בטעם תות שדה ללא גלוטן,12.90,12.9,,,,,,,,,,,,,
7290117266229,פיצה מרגריטה קפואה 350 גר` Euro,19.90,19.9,22,,,,,,,,,,,,
7290117266397,יוגורט יווני תות שדה 150 גר 2% שומן,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290117266403,יוגורט יווני פירות יער 150 גר 2% שומן,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290117266816,יוגורט יווני בטעם ביסקוויטים 150 גר 2% ש,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290117266854,יוגורט יווני בננה 150 גר 2% שומן,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,,6.50,6.5,
7290117381182,רוטב סרירצ`יה מאסטר שף 360 מל,15.90,15.9,,,,,15.90,15.9,11.90,,,,,,
7290117381489,קולגייט מברשת ילדים באטמן 2-5,10.90,10.9,,,,,,,,,,,10.90,10.9,
7290117381502,קולגייט מברשת ילדים בארבי 2-5,10.90,10.9,,,,,10.90,10.9,,10.90,10.9,,,,
7290117381533,קולגייט מברשת ילדים באטמן 6+,10.90,10.9,,,,,,,,,,,,,
7290117381625,קולגייט מברשת ילדים בארבי 6+,10.90,10.9,,,,,,,,,,,,,
7290117383056,מאסטר שף אורז עגול לסושי 1 קג,12.90,12.9,,,,,12.90,12.9,,12.90,12.9,,12.90,12.9,
7290117383087,מאסטר שף אטריות ביצים דקות 340 גר`,10.90,10.9,16,,,,10.90,10.9,16,,,,,,
7290117384572,חטיף חלבון TODAY טעם קרם עוגיות,13.90,13.9,10.90,,,,,,,,,,13.90,13.9,10.90
7290117384640,חטיף חלבון TODAY טעם שוקולד,13.90,13.9,,,,,,,,,,,,,
7290117384664,חטיף חלבון TODAY טעם בננה ושוקולד צ`יפס,13.90,13.9,,,,,,,,13.90,13.9,,,,
7290117385555,מאסטר שף מיני טורטיות 250 גר`,9.90,9.9,,,,,9.90,9.9,,9.90,9.9,,9.90,9.9,
7290117387726,מחית עגבניות פסאטה 690  גר`מאסטר שף,13.90,13.9,,,,,13.90,13.9,,13.90,13.9,,13.90,13.9,
7290117387979,רוטב בוטנים מאסטר שף 427 גר,15.90,15.9,,,,,15.90,15.9,,15.90,15.9,,,,
7290117389102,קוקי שקיות לצלייה XL,13.90,13.9,,,,,,,,,,,13.90,13.9,
7290117610480,בשר טחון לקציצות ולקבב 1 קג  בלדי- הקצבי,39.90,39.9,,,,,39.90,39.9,,39.90,39.9,,39.90,39.9,
7290117610503,בשר טחון חלק ארוז 1 קג בלדי הקצביה,39.90,39.9,,,,,39.90,39.9,,,,,,,
7290117610961,המבורגר מסעדות אסאדו 500 גר` הקצביה,30.90,30.9,,30.90,30.9,,29.90,29.9,,30.90,30.9,,30.90,30.9,
7290117860045,הוואי שמפו מטפח לשיער רגיל 700 מל,14.90,14.9,22,,,,14.90,14.9,22,,,,14.90,14.9,22
7290117860090,הוואי מרכך מטפח לשיער רגיל 700 מל,14.90,14.9,22,,,,14.90,14.9,22,,,,14.90,14.9,22
7290117860298,הוואי שמפו קרטין מחזק 700 מל,14.90,14.9,22,,,,14.90,14.9,22,,,,,,
7290117860342,הוואי מרכך קרטין מחזק 700 מל,14.90,14.9,22,,,,14.90,14.9,22,,,,,,
7290117860595,הוואי מרכך מתיר קשרים לילדים 700 מל,14.90,14.9,22,,,,14.90,14.9,22,,,,,,
7290117901168,מיקס אגוזים וחמוציות 250 גר` שקדיה,20,20.0,,20,20.0,,,,,20,20.0,,,,
